employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-75542595,Shannon,Miller,Male,Ohio,Columbus,2020-01-06,IT,IT Support Specialist,High School,61843,Needs Improvement,No,1983-02-10,
00-36204095,Mark,Carpenter,Male,New York,New York City,2016-04-19,Sales,Sales Specialist,Bachelor,63663,Good,No,1995-12-13,
00-21159651,Tammy,Schaefer,Male,New York,New York City,2023-10-23,IT,IT Support Specialist,Bachelor,64141,Excellent,No,1971-05-07,
00-36983030,Kristy,Norton,Male,New York,New York City,2017-03-17,Customer Service,Support Specialist,High School,59864,Good,No,1991-03-13,
00-90648127,Tyler,Russo,Female,New York,Buffalo,2024-07-09,Customer Service,Help Desk Technician,Bachelor,58815,Excellent,No,1962-01-01,
00-78850990,Peter,Mills,Female,Florida,Miami,2019-01-31,IT,System Administrator,Master,77655,Excellent,No,1996-04-07,
00-84734631,Jessica,Little,Male,New York,Rochester,2016-03-17,Operations,Operations Analyst,Master,68668,Satisfactory,No,1988-05-04,
00-82921170,Wesley,Walton,Male,North Carolina,Charlotte,2019-11-06,IT,Software Developer,Master,93682,Satisfactory,Yes,1971-04-22,
00-84470967,Daniel,Miller,Female,New York,New York City,2019-03-31,Operations,Operations Analyst,Bachelor,67810,Good,No,1980-03-13,
00-18401342,Valerie,Vasquez,Female,New York,Buffalo,2018-07-16,Operations,Inventory Specialist,Bachelor,57880,Satisfactory,No,1978-09-28,
00-51034327,Joshua,Hendricks,Male,New York,Rochester,2019-07-29,IT,IT Manager,Master,128700,Good,No,1970-06-27,
00-53947932,Paige,Johnson,Female,New York,Rochester,2022-10-17,Operations,Inventory Specialist,High School,65983,Good,Yes,1982-06-27,
00-78700401,Diane,Delacruz,Female,New York,Rochester,2016-11-03,Customer Service,Customer Service Representative,High School,59780,Good,No,1970-09-12,
00-24412290,Ashley,Singleton,Female,New York,New York City,2018-10-31,Customer Service,Support Specialist,High School,57882,Satisfactory,Yes,1998-11-17,
00-35231795,Sean,Ray,Male,Pennsylvania,Pittsburgh,2017-05-15,Operations,Inventory Specialist,Bachelor,69671,Good,No,1977-02-22,
00-21760471,Dylan,Hensley,Female,New York,Rochester,2022-12-03,Customer Service,Customer Service Manager,PhD,88315,Satisfactory,No,1976-06-30,
00-60855083,Brenda,Walker,Male,New York,Rochester,2024-10-15,Operations,Inventory Specialist,High School,61869,Good,Yes,1998-09-07,
00-63350270,Christopher,Calderon,Male,New York,Rochester,2020-04-24,Operations,Logistics Coordinator,Bachelor,64729,Satisfactory,No,2001-10-26,
00-40129718,William,Potter,Male,New York,Rochester,2017-10-02,Operations,Logistics Coordinator,Bachelor,70220,Good,No,1999-11-30,
00-88874493,Steven,Curry,Female,New York,New York City,2021-10-07,Sales,Sales Consultant,Bachelor,67384,Satisfactory,No,1999-04-26,
00-94437041,Elizabeth,Lee,Male,New York,Buffalo,2023-09-03,Sales,Sales Consultant,Master,84677,Satisfactory,Yes,1991-01-12,
00-17067675,Andrew,Garner,Female,New York,Rochester,2021-02-14,Operations,Inventory Specialist,Bachelor,58363,Good,No,1974-04-29,
00-13891393,John,Silva,Female,Virginia,Virginia Beach,2022-01-04,Customer Service,Customer Service Representative,High School,56529,Satisfactory,No,1998-01-04,
00-81439530,Susan,Patel,Female,Michigan,Grand Rapids,2020-11-07,Sales,Sales Representative,Bachelor,63567,Satisfactory,No,1984-10-22,
00-40584869,Traci,Parker,Female,New York,Rochester,2020-08-23,IT,System Administrator,Bachelor,71855,Good,No,2002-12-31,
00-55685117,Leslie,Martinez,Female,New York,Rochester,2017-09-21,Finance,Accounts Payable Specialist,Bachelor,57853,Satisfactory,No,1962-11-22,
00-82518184,Bobby,Brown,Male,New York,Rochester,2020-07-12,Customer Service,Help Desk Technician,High School,89572,Good,No,1979-09-20,
00-48991508,Margaret,Salinas,Female,New York,Buffalo,2023-11-08,Marketing,SEO Specialist,High School,67555,Excellent,No,1985-08-29,
00-49568600,Jennifer,Williams,Male,New York,Buffalo,2018-04-30,Operations,Inventory Specialist,High School,65536,Good,No,1973-05-11,
00-79350676,Natasha,Evans,Female,New York,New York City,2017-09-18,Operations,Inventory Specialist,High School,56951,Satisfactory,Yes,1971-01-29,
00-71447718,Jamie,Jones,Female,New York,Buffalo,2020-05-05,Customer Service,Support Specialist,High School,59803,Excellent,No,1994-11-24,
00-85301514,Heidi,Buchanan,Male,Florida,Tampa,2024-06-30,Operations,Operations Analyst,Master,58780,Good,No,1996-08-25,
00-75804038,Nicholas,Morales,Female,New York,Buffalo,2018-11-30,Operations,Inventory Specialist,Bachelor,65718,Satisfactory,Yes,1974-06-28,
00-56778834,Christian,Vaughn,Female,New York,Rochester,2022-07-05,Operations,Operations Analyst,Master,63074,Good,No,1986-11-01,
00-24919894,Carol,Carroll,Male,New York,Rochester,2023-03-18,Operations,Logistics Coordinator,Bachelor,65737,Good,Yes,1985-11-11,
00-29254771,John,Montgomery,Female,New York,New York City,2016-09-14,Operations,Operations Analyst,Bachelor,76154,Satisfactory,No,1993-07-20,
00-72110699,Courtney,Stephens,Male,Illinois,Naperville,2022-12-22,Operations,Inventory Specialist,High School,53780,Satisfactory,No,2002-10-12,
00-98929256,Tiffany,Skinner,Male,Michigan,Warren,2023-06-06,Operations,Inventory Specialist,Bachelor,61617,Excellent,No,1991-12-07,
00-28476277,Michael,Sosa,Female,New York,Buffalo,2017-06-13,Customer Service,Help Desk Technician,High School,68456,Satisfactory,No,1978-01-31,
00-95805091,John,Curtis,Male,New York,Rochester,2021-11-10,Sales,Sales Representative,Bachelor,82670,Good,No,1982-02-19,
00-72024978,Lori,Allen,Female,New York,Buffalo,2015-06-27,Sales,Sales Consultant,Bachelor,69057,Good,No,1990-12-13,
00-87926745,Jacob,Reed,Male,North Carolina,Greensboro,2020-11-16,Operations,Logistics Coordinator,Bachelor,70874,Satisfactory,No,1984-04-27,
00-23271654,Craig,Roberts,Male,New York,New York City,2023-05-24,Customer Service,Support Specialist,Bachelor,65672,Excellent,No,1981-01-16,
00-76617592,Erika,Williams,Female,New York,Buffalo,2022-02-18,Customer Service,Support Specialist,Bachelor,63933,Good,No,1968-05-21,
00-62508472,William,Allen,Male,New York,New York City,2024-06-26,Customer Service,Help Desk Technician,High School,60171,Good,No,1985-06-05,
00-34457853,Stephen,Wyatt,Male,New York,Rochester,2022-07-18,Sales,Sales Consultant,Bachelor,81321,Excellent,No,2002-09-24,
00-38174991,Robert,Cannon,Female,North Carolina,Raleigh,2020-05-18,IT,Software Developer,Master,106601,Good,Yes,1976-05-03,
00-68306519,Adam,Sloan,Male,New York,New York City,2023-04-18,Marketing,SEO Specialist,High School,90631,Satisfactory,No,1986-04-24,
00-20994583,Adriana,Gray,Female,New York,Buffalo,2020-04-03,Finance,Accountant,Bachelor,67000,Good,No,1996-05-08,
00-82312564,Casey,Bush,Female,New York,New York City,2016-05-30,Marketing,Marketing Coordinator,Bachelor,60362,Good,No,1991-11-03,
00-11524245,Austin,Garcia,Female,New York,Rochester,2023-12-30,Operations,Logistics Coordinator,Bachelor,60418,Good,No,1970-11-19,
00-92838528,Steven,Rush,Male,New York,Rochester,2022-08-19,IT,IT Support Specialist,High School,56557,Good,No,1999-03-30,
00-94594084,Jamie,Nichols,Male,Michigan,Warren,2023-10-25,Sales,Sales Specialist,PhD,72410,Good,No,1976-03-31,
00-72815282,Samantha,Ortiz,Male,New York,New York City,2020-04-06,Customer Service,Customer Service Manager,Bachelor,84973,Satisfactory,Yes,1994-02-21,
00-29838314,Theresa,Richmond,Female,Virginia,Richmond,2020-01-14,Sales,Sales Representative,Bachelor,68144,Good,No,1972-02-12,
00-88544364,Elizabeth,Payne,Female,New York,New York City,2017-02-19,Operations,Logistics Coordinator,Bachelor,66019,Satisfactory,Yes,1962-12-03,
00-94289287,Tina,Smith,Male,New York,Buffalo,2023-02-21,Customer Service,Support Specialist,Bachelor,63827,Good,No,1995-01-21,
00-77725267,Robert,Henderson,Male,New York,New York City,2020-12-06,Marketing,SEO Specialist,Bachelor,67626,Satisfactory,No,1977-02-23,
00-72368219,William,Garcia,Male,Pennsylvania,Pittsburgh,2024-08-19,Sales,Sales Representative,Bachelor,62229,Good,No,1992-01-01,
00-99783064,Erica,Chavez,Male,New York,New York City,2018-07-12,IT,Software Developer,Master,76914,Excellent,No,1979-01-11,
00-62957459,Beth,Vargas,Male,Ohio,Cincinnati,2015-10-17,Customer Service,Help Desk Technician,High School,70637,Good,Yes,1972-06-08,
00-26355844,Sara,Johnston,Male,New York,Buffalo,2020-07-28,Customer Service,Help Desk Technician,Bachelor,80031,Good,No,1998-02-17,
00-11400593,Brady,Simpson,Male,New York,Rochester,2017-04-05,Customer Service,Customer Service Representative,Bachelor,67512,Good,No,1961-07-04,
00-86974571,Katelyn,Lowery,Female,New York,Buffalo,2024-11-09,Operations,Operations Analyst,Master,85079,Good,No,1993-05-20,
00-96747374,Courtney,Holt,Female,New York,New York City,2023-01-02,IT,IT Support Specialist,High School,56421,Excellent,No,1994-03-28,
00-42661791,Glenn,Wagner,Female,New York,New York City,2022-10-05,Customer Service,Help Desk Technician,High School,70738,Satisfactory,No,1990-09-24,
00-17928349,Joshua,Austin,Male,New York,Buffalo,2022-06-15,IT,IT Support Specialist,High School,65391,Satisfactory,No,1981-11-23,
00-81808026,Joseph,Flores,Male,New York,Rochester,2023-12-16,Operations,Logistics Coordinator,Bachelor,59557,Good,Yes,1982-09-07,
00-26511054,Daniel,Mann,Female,Florida,Tampa,2015-10-30,Operations,Operations Analyst,Bachelor,67261,Good,No,1987-03-12,
00-28203817,Katie,Medina,Female,New York,New York City,2017-11-21,IT,Software Developer,Master,96716,Good,No,1988-09-14,
00-37727245,Derek,Henry,Male,New York,Rochester,2019-06-15,IT,System Administrator,Master,86419,Good,No,2000-07-12,
00-81260169,Pamela,Smith,Male,Pennsylvania,Pittsburgh,2020-12-19,Sales,Sales Representative,Bachelor,59020,Satisfactory,No,1996-11-14,
00-63963175,Linda,Moyer,Female,New York,Rochester,2017-12-25,Sales,Sales Representative,Bachelor,58699,Good,No,1984-12-17,
00-39129670,Kristina,Todd,Male,New York,Buffalo,2022-11-02,Marketing,Content Creator,High School,66950,Satisfactory,No,1988-05-28,
00-90474782,Lori,Rowe,Female,Pennsylvania,Philadelphia,2019-10-06,Operations,Inventory Specialist,High School,54803,Good,No,1992-04-07,
00-57409708,Austin,Torres,Female,New York,Rochester,2017-03-17,IT,IT Support Specialist,Bachelor,59585,Needs Improvement,No,1980-04-04,
00-10954878,William,Mills,Male,New York,Rochester,2021-01-24,Operations,Operations Analyst,Master,70298,Good,Yes,1965-01-11,
00-67740709,Trevor,Kelley,Male,North Carolina,Charlotte,2016-06-10,Marketing,Content Creator,High School,64820,Needs Improvement,Yes,1983-07-03,
00-70446666,Julie,Nixon,Male,New York,Buffalo,2022-03-22,Customer Service,Help Desk Technician,High School,74317,Satisfactory,No,1999-12-19,
00-54870630,Jim,Sullivan,Male,New York,Buffalo,2023-10-04,Operations,Inventory Specialist,Bachelor,64726,Needs Improvement,No,1987-07-17,
00-88488268,Shannon,Calderon,Female,New York,Rochester,2019-02-04,Sales,Sales Consultant,Bachelor,86569,Needs Improvement,No,1971-03-14,
00-56535615,Jennifer,Jacobs,Female,New York,Rochester,2023-08-15,Operations,Operations Analyst,Bachelor,70965,Satisfactory,No,1992-01-30,
00-60980034,Daniel,Lynn,Female,New York,Rochester,2017-03-12,Customer Service,Help Desk Technician,High School,55486,Good,No,1981-05-07,
00-92335103,Margaret,Marks,Male,Michigan,Detroit,2015-12-19,Finance,Accounts Payable Specialist,Bachelor,59977,Satisfactory,No,2000-01-28,
00-78190403,Jacob,Anderson,Male,New York,Rochester,2024-02-18,Sales,Sales Representative,Bachelor,82562,Satisfactory,Yes,1978-04-26,
00-34388806,Joseph,Jackson,Male,Virginia,Norfolk,2019-01-15,IT,IT Support Specialist,Bachelor,61893,Good,No,1972-01-27,
00-89792619,Jose,Rios,Female,New York,Buffalo,2019-03-04,IT,IT Support Specialist,Bachelor,64294,Good,Yes,1984-12-27,
00-65010375,Molly,Kline,Male,New York,Buffalo,2015-08-11,Customer Service,Support Specialist,High School,68182,Good,Yes,1965-04-09,
00-33768506,Jennifer,Kelly,Female,New York,Buffalo,2020-06-17,Finance,Accountant,Bachelor,60888,Good,No,1976-04-20,
00-44210410,Adrian,Chang,Female,New York,Buffalo,2017-01-25,Marketing,SEO Specialist,High School,66315,Good,No,1998-08-19,
00-65325710,Brian,Vaughn,Male,New York,New York City,2016-09-08,Customer Service,Support Specialist,High School,57101,Needs Improvement,No,1992-10-12,
00-71985395,Mary,Nelson,Female,New York,New York City,2024-07-25,IT,IT Support Specialist,High School,56368,Good,No,1999-02-16,
00-37479430,Erik,Watson,Female,New York,Buffalo,2018-10-12,Sales,Sales Specialist,Bachelor,61386,Good,No,1989-03-04,
00-64974875,Mary,Day,Female,New York,Rochester,2023-01-22,Sales,Sales Representative,Bachelor,67405,Good,Yes,1985-11-05,
00-26702017,Timothy,Jensen,Female,New York,Buffalo,2015-02-05,Finance,Finance Manager,PhD,129338,Good,No,1975-03-11,
00-83398701,Cynthia,Thomas,Female,Michigan,Grand Rapids,2015-10-01,Operations,Operations Manager,Master,111373,Good,Yes,1967-07-14,
00-11110324,Amy,Owens,Female,New York,Rochester,2017-08-02,Sales,Sales Manager,Master,100639,Good,Yes,2001-02-20,
00-37988506,Jill,Wells,Female,New York,Buffalo,2019-09-28,Operations,Inventory Specialist,High School,57472,Satisfactory,Yes,1968-04-04,
00-23750417,Tonya,Glenn,Female,New York,Rochester,2017-07-29,HR,Recruiter,Bachelor,54567,Good,No,1988-08-14,
00-46317732,Jamie,Thompson,Female,New York,New York City,2019-01-29,Operations,Logistics Coordinator,Bachelor,59445,Good,No,2004-04-07,
00-87713623,Tyler,Evans,Male,Pennsylvania,Allentown,2017-02-22,Customer Service,Help Desk Technician,High School,57693,Satisfactory,Yes,1992-11-21,
00-38375588,Keith,Baker,Female,Michigan,Warren,2024-11-20,Marketing,Content Creator,High School,57612,Satisfactory,No,1974-12-28,
00-87193004,Debbie,Lewis,Female,New York,Buffalo,2023-06-02,Sales,Sales Representative,Bachelor,75116,Satisfactory,Yes,1992-10-13,
00-63973235,Daniel,Poole,Male,Virginia,Virginia Beach,2017-01-19,HR,Recruiter,High School,71005,Good,No,1992-03-09,
00-91444950,James,Reyes,Female,New York,Rochester,2021-06-07,Sales,Sales Consultant,PhD,107003,Excellent,No,1961-07-07,
00-86459518,Grace,Lewis,Female,New York,Rochester,2017-06-22,Sales,Sales Consultant,Master,94239,Needs Improvement,No,1981-08-09,
00-47342004,Edward,Ross,Female,New York,Buffalo,2024-09-10,IT,IT Support Specialist,High School,60513,Good,No,1972-03-04,
00-46188108,Geoffrey,Villa,Male,Ohio,Cleveland,2023-02-25,Sales,Sales Representative,Bachelor,84674,Excellent,No,1978-01-06,
00-41826980,Austin,Wheeler,Male,New York,Buffalo,2023-10-11,IT,Software Developer,Master,92177,Good,No,1978-01-18,
00-70891160,Joel,Barry,Female,New York,New York City,2017-05-31,Marketing,SEO Specialist,Bachelor,68975,Good,No,1980-02-15,
00-70869451,Derek,Duncan,Female,New York,Buffalo,2017-03-13,Customer Service,Customer Service Representative,Bachelor,61164,Good,No,1991-09-10,
00-96141406,Susan,Silva,Male,New York,Buffalo,2024-01-04,IT,IT Support Specialist,Bachelor,66929,Good,No,1997-03-25,
00-26081719,Steven,Jacobs,Female,New York,New York City,2023-01-11,Finance,Financial Analyst,Master,98733,Satisfactory,Yes,1978-01-22,
00-46371543,Cody,Sanchez,Male,North Carolina,Charlotte,2023-05-02,Customer Service,Customer Service Representative,High School,56173,Needs Improvement,No,1982-05-03,
00-50945382,Lauren,Sheppard,Female,New York,Rochester,2024-01-10,Operations,Logistics Coordinator,Bachelor,58622,Excellent,No,1999-12-07,
00-80157948,Steven,Gilbert,Male,Michigan,Detroit,2023-02-02,Operations,Logistics Coordinator,Bachelor,75661,Satisfactory,No,1961-05-21,
00-37587974,Karen,Johnson,Male,New York,Rochester,2020-06-13,Operations,Logistics Coordinator,Bachelor,59544,Good,No,1993-11-05,
00-58203522,Ethan,Rodriguez,Male,Illinois,Chicago,2024-07-16,IT,IT Support Specialist,Bachelor,66578,Excellent,Yes,1997-07-07,
00-41411837,Oscar,Williams,Male,New York,Rochester,2017-07-05,Customer Service,Customer Service Representative,Bachelor,65807,Satisfactory,No,1996-07-01,
00-73739506,Nicole,Rios,Female,New York,Rochester,2019-06-30,Customer Service,Help Desk Technician,Bachelor,58190,Excellent,No,1989-06-07,
00-41212087,Jacob,Johnson,Male,New York,Buffalo,2022-10-27,Operations,Inventory Specialist,High School,56182,Satisfactory,Yes,1980-03-26,
00-93575856,Leslie,Weeks,Male,New York,New York City,2024-10-09,Finance,Accountant,Bachelor,88597,Good,No,1995-02-15,
00-78806863,Julia,Sparks,Male,New York,Buffalo,2023-12-30,IT,System Administrator,Bachelor,85330,Satisfactory,No,1983-04-06,
00-35003381,Daniel,Jackson,Male,New York,New York City,2020-10-21,Operations,Inventory Specialist,High School,63102,Satisfactory,No,1980-02-09,
00-56799147,Tamara,Wells,Female,New York,Buffalo,2017-01-03,Sales,Sales Specialist,Master,76178,Good,No,1988-03-09,
00-45160491,Jonathan,Sanchez,Male,New York,Buffalo,2016-01-20,IT,System Administrator,Bachelor,95634,Good,No,1975-05-13,
00-41224916,Tiffany,Bryan,Male,New York,New York City,2023-10-04,Sales,Sales Representative,Bachelor,82563,Good,No,1981-05-07,
00-97560003,Kelly,Buchanan,Male,New York,Buffalo,2018-11-25,Sales,Sales Specialist,PhD,58572,Good,Yes,1983-07-29,
00-10982850,Isaiah,Thomas,Male,New York,Rochester,2017-08-24,Customer Service,Help Desk Technician,High School,63729,Good,No,1985-02-07,
00-12641440,Alexis,Peterson,Female,New York,Rochester,2016-03-19,Operations,Inventory Specialist,Bachelor,52693,Good,No,1981-03-14,
00-89398528,Briana,Campos,Female,New York,New York City,2023-02-21,Marketing,Marketing Coordinator,Bachelor,54111,Good,Yes,1993-07-30,
00-85836526,Jessica,Zuniga,Male,Michigan,Warren,2017-09-23,HR,Recruiter,High School,72461,Excellent,No,1981-08-02,
00-42238832,Brandy,Torres,Female,New York,Rochester,2023-10-27,Sales,Sales Consultant,Bachelor,89796,Good,No,2004-04-18,
00-17985583,Lauren,Wells,Female,New York,Buffalo,2021-03-07,Customer Service,Customer Service Manager,PhD,84236,Good,No,1972-09-24,
00-51549296,Christina,Clark,Male,New York,New York City,2016-03-07,HR,HR Assistant,Bachelor,71687,Good,Yes,1976-05-16,
00-29353979,Darlene,Gomez,Male,New York,New York City,2022-02-04,Sales,Sales Specialist,Bachelor,77701,Good,Yes,1998-03-22,
00-13779742,Sandra,Ruiz,Female,New York,Rochester,2020-01-29,Customer Service,Help Desk Technician,Bachelor,58817,Good,No,1977-02-24,
00-73709054,Steven,Cardenas,Female,New York,Buffalo,2017-09-20,Operations,Logistics Coordinator,Bachelor,63181,Satisfactory,Yes,1985-12-13,
00-87086107,Andrew,Arellano,Male,New York,Rochester,2019-02-18,Customer Service,Customer Service Representative,High School,58875,Good,No,1971-11-16,
00-60089292,Stacy,Wilcox,Male,Michigan,Detroit,2016-05-11,Operations,Logistics Coordinator,Bachelor,69313,Excellent,No,1993-11-16,
00-50070341,Amber,Rodriguez,Female,New York,Rochester,2023-01-14,Sales,Sales Representative,Bachelor,62349,Good,No,1970-11-17,
00-11877542,Daniel,Andrews,Male,Pennsylvania,Allentown,2017-02-10,Operations,Inventory Specialist,High School,60873,Satisfactory,No,1978-11-23,
00-38720570,Stephanie,Herrera,Male,New York,Rochester,2017-12-02,IT,Software Developer,Bachelor,106936,Needs Improvement,No,2000-10-22,
00-81614472,Christopher,Trujillo,Female,New York,New York City,2023-07-16,Customer Service,Support Specialist,High School,58795,Satisfactory,Yes,1981-02-19,
00-35826028,Richard,Todd,Male,New York,Buffalo,2018-04-14,IT,System Administrator,Master,69652,Good,Yes,1968-04-23,
00-23316648,Catherine,Herrera,Male,Ohio,Cincinnati,2022-05-31,IT,System Administrator,Master,73819,Excellent,No,1960-08-06,
00-73738810,Timothy,Patterson,Male,New York,Rochester,2015-11-16,Customer Service,Help Desk Technician,High School,64233,Satisfactory,Yes,1998-04-03,
00-70216892,Tina,Craig,Male,New York,Rochester,2022-02-16,Operations,Logistics Coordinator,Bachelor,64056,Satisfactory,Yes,1983-12-31,
00-30326795,Steven,Kidd,Female,New York,Buffalo,2023-11-27,Operations,Inventory Specialist,High School,51916,Excellent,No,2002-03-09,
00-54992623,Vincent,Adams,Female,New York,Rochester,2023-06-16,Sales,Sales Consultant,Master,79607,Satisfactory,Yes,2004-05-04,
00-65580175,Andrew,Curry,Female,New York,Rochester,2022-06-09,Operations,Operations Analyst,Master,61608,Satisfactory,No,1980-07-18,
00-58370857,Diane,Bray,Male,Michigan,Warren,2017-12-22,Finance,Financial Analyst,Master,72111,Good,No,1977-07-27,
00-14184542,Daniel,Johnson,Female,New York,New York City,2015-04-17,Customer Service,Customer Service Representative,High School,54714,Good,Yes,1988-01-25,
00-91190343,Meghan,Anderson,Male,New York,Buffalo,2018-06-09,Customer Service,Customer Service Manager,Master,93200,Good,No,1997-07-23,
00-76428759,Bradley,Powell,Male,New York,Rochester,2017-09-26,IT,Software Developer,Bachelor,98736,Needs Improvement,No,1977-10-26,
00-85576096,Kathryn,Mahoney,Female,New York,New York City,2024-10-07,Operations,Logistics Coordinator,Bachelor,55250,Good,Yes,1997-06-30,
00-71927371,Sherri,Harris,Female,New York,Rochester,2017-08-10,Sales,Sales Consultant,Master,97469,Good,No,1976-01-26,
00-35435139,Jessica,Anderson,Male,New York,New York City,2022-03-13,Customer Service,Customer Service Representative,Bachelor,72621,Good,No,1968-01-15,
00-70595412,Mark,Hall,Male,New York,Buffalo,2017-07-16,IT,IT Manager,PhD,107454,Excellent,Yes,1990-09-26,
00-37406435,William,Nelson,Female,New York,New York City,2020-12-10,Customer Service,Help Desk Technician,Bachelor,75285,Satisfactory,No,1985-09-17,
00-15537346,Benjamin,Moore,Female,Michigan,Detroit,2022-03-23,Operations,Logistics Coordinator,Bachelor,60935,Good,No,1982-09-23,
00-97924151,Tammy,Ortiz,Male,New York,New York City,2018-04-10,IT,Software Developer,Bachelor,105284,Good,No,1960-05-30,
00-26099456,Jacob,Klein,Male,New York,Buffalo,2015-01-04,Operations,Logistics Coordinator,Bachelor,66612,Satisfactory,Yes,1981-06-15,
00-47490735,Cameron,Jackson,Male,New York,Buffalo,2022-09-28,IT,IT Support Specialist,Bachelor,70096,Good,Yes,1974-11-05,
00-24892710,Travis,Mcmillan,Male,New York,New York City,2020-02-24,Operations,Operations Analyst,Master,54286,Good,No,1997-07-13,
00-19180850,Alexis,Orr,Female,North Carolina,Raleigh,2019-01-01,Operations,Logistics Coordinator,Bachelor,60901,Excellent,Yes,1972-03-31,
00-44471853,Jared,Robinson,Female,New York,New York City,2018-01-23,Sales,Sales Specialist,Bachelor,76221,Needs Improvement,Yes,1998-07-06,
00-29421271,Andrew,Stone,Female,North Carolina,Greensboro,2023-04-01,Finance,Financial Analyst,Bachelor,68557,Good,Yes,1981-12-23,
00-27682464,Kelly,Klein,Male,New York,Buffalo,2017-05-27,Sales,Sales Manager,Master,76373,Needs Improvement,No,1998-04-04,
00-96965812,John,Rodriguez,Female,New York,Buffalo,2019-01-02,IT,IT Support Specialist,High School,61448,Good,Yes,1961-09-06,
00-34304645,Zachary,Armstrong,Female,Pennsylvania,Philadelphia,2017-10-11,Operations,Operations Analyst,Bachelor,66259,Good,No,1995-11-07,
00-21043725,Yvette,Martinez,Male,New York,Buffalo,2017-02-13,IT,Software Developer,Master,75833,Needs Improvement,No,1966-01-26,
00-12284070,Lauren,Johnson,Female,New York,New York City,2020-12-14,Marketing,Marketing Manager,Bachelor,83131,Satisfactory,No,1992-05-29,
00-69871522,Melissa,Cruz,Male,New York,Buffalo,2023-10-02,Customer Service,Help Desk Technician,High School,82924,Good,No,2000-07-03,
00-60442729,Courtney,Hoover,Male,Illinois,Naperville,2021-02-20,Finance,Accountant,Bachelor,74057,Needs Improvement,No,1962-11-25,
00-34512392,Troy,Peck,Male,New York,Rochester,2019-09-28,IT,Software Developer,Master,82019,Satisfactory,No,1992-01-05,
00-52386800,Brandi,Patel,Male,New York,Buffalo,2016-10-09,Sales,Sales Specialist,Master,80595,Satisfactory,No,1979-02-21,
00-64891734,Jessica,Singh,Male,New York,Rochester,2016-08-13,Sales,Sales Representative,Bachelor,72841,Satisfactory,No,1984-09-16,
00-50279806,Paul,Weaver,Male,Michigan,Detroit,2022-09-24,Operations,Inventory Specialist,High School,58692,Good,No,1991-11-20,
00-27976656,Kevin,Zhang,Male,New York,New York City,2017-12-13,Operations,Inventory Specialist,High School,62540,Excellent,No,1997-09-25,
00-58196283,Sherri,Delacruz,Female,Michigan,Detroit,2020-07-18,Customer Service,Help Desk Technician,High School,88049,Good,Yes,1961-10-09,
00-61306730,Timothy,Scott,Male,New York,Buffalo,2015-03-31,Operations,Logistics Coordinator,Bachelor,63608,Good,No,1985-06-19,
00-87171497,Brent,Morse,Female,Michigan,Grand Rapids,2022-10-25,Operations,Inventory Specialist,High School,60216,Good,No,1986-10-05,
00-88039848,Teresa,Robertson,Female,Michigan,Warren,2024-09-06,Sales,Sales Specialist,PhD,83924,Good,No,1988-07-01,
00-67695778,John,Wilson,Male,New York,New York City,2020-02-05,Operations,Inventory Specialist,High School,62011,Satisfactory,No,1970-11-18,
00-48323962,Mary,Benton,Female,New York,Rochester,2022-01-31,Marketing,SEO Specialist,High School,76215,Excellent,No,1986-07-01,
00-44265686,Cody,Khan,Female,New York,New York City,2019-04-26,Operations,Logistics Coordinator,Bachelor,66040,Needs Improvement,Yes,1973-01-07,
00-78946993,Eileen,Peters,Male,New York,New York City,2022-05-15,Sales,Sales Representative,Bachelor,67872,Satisfactory,No,1970-03-25,
00-72224542,Jonathon,Mason,Male,Pennsylvania,Allentown,2018-10-04,Customer Service,Customer Service Representative,Bachelor,65699,Good,No,1970-03-27,
00-77135692,Sydney,Parker,Female,New York,Rochester,2020-12-21,Operations,Logistics Coordinator,Bachelor,57885,Good,No,1989-01-19,
00-44737951,Jaime,Green,Male,New York,Rochester,2015-11-05,Operations,Logistics Coordinator,Bachelor,70148,Satisfactory,No,1975-10-07,
00-68830582,Alexander,Cox,Male,New York,New York City,2023-04-28,Marketing,Marketing Coordinator,Bachelor,69482,Good,No,1980-06-16,
00-85773305,John,Gutierrez,Female,New York,Rochester,2016-01-11,Sales,Sales Manager,PhD,115160,Satisfactory,No,1983-05-05,
00-49134657,Marc,Harding,Female,North Carolina,Greensboro,2021-08-10,Marketing,Content Creator,Bachelor,53700,Good,No,1988-09-07,
00-21509711,John,Perkins,Male,Ohio,Columbus,2019-09-14,Customer Service,Help Desk Technician,High School,68551,Excellent,Yes,1993-05-09,
00-64178854,Michelle,Reynolds,Female,New York,Buffalo,2020-02-24,Marketing,Marketing Coordinator,Bachelor,69695,Good,Yes,1983-04-28,
00-81012790,Brian,Brown,Male,Michigan,Detroit,2024-02-20,Customer Service,Support Specialist,High School,60496,Good,No,1980-02-01,
00-91594909,Nicole,Le,Male,New York,New York City,2024-10-22,Operations,Logistics Coordinator,Bachelor,69138,Good,Yes,1996-01-14,
00-36491961,Jasmine,Ryan,Female,New York,New York City,2023-02-03,Finance,Accountant,Bachelor,59596,Satisfactory,No,1983-08-08,
00-82522192,William,Knapp,Female,New York,Buffalo,2017-08-26,Sales,Sales Representative,Bachelor,57499,Satisfactory,No,1994-03-21,
